"Temps(s)","S(Px)"
"0","-72.7402"
"0.0504417","-79.5869"
"0.1008","-85.6852"
"0.152386","-91.0227"
"0.202724","-95.7253"
"0.253132","-99.5519"
"0.30349","-102.624"
"0.35397","-104.94"
"0.404247","-106.502"
"0.454578","-107.307"
"0.508961","-107.374"
"0.575474","-106.502"
"0.642029","-104.555"
"0.693279","-102.209"
"0.743618","-99.3936"
"0.793983","-95.9733"
"0.844204","-91.9495"
"0.895271","-87.2508"
"0.94561","-82.0174"
"0.996075","-76.1658"
"1.04643","-69.7213"
