"Temps(s)","S(Px)"
"0","366.627"
"0.0503063","363.808"
"0.102423","361.745"
"0.167902","360.166"
"0.219326","359.862"
"0.269688","360.215"
"0.325621","361.261"
"0.375643","362.869"
"0.442307","365.968"
"0.492758","368.997"
"0.559128","373.962"
"0.609426","378.385"
"0.659683","383.415"
"0.710016","389.048"
"0.760378","395.288"
